season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified,numeric_status
2021,REG,TEN,8,00-0035099,FB,Khari Blasingame,Khari,Blasingame,Knee,,Out,Knee,,Did Not Participate In Practice,2021-10-29 19:35:35+00:00,0.0
2021,REG,TEN,8,00-0036297,RB,Darrynton Evans,Darrynton,Evans,Knee,,Out,Knee,,Did Not Participate In Practice,2021-10-29 19:35:55+00:00,0.0
2021,REG,TEN,8,00-0027944,WR,Julio Jones,Julio,Jones,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2021-10-29 19:36:25+00:00,0.0
2021,REG,TEN,8,00-0034743,LB,Rashaan Evans,Rashaan,Evans,Ankle,,Questionable,Ankle,,Did Not Participate In Practice,2021-10-29 19:35:26+00:00,0.5
2021,REG,TEN,8,00-0031921,T,Kendall Lamm,Kendall,Lamm,Ankle,,Questionable,Ankle,,Did Not Participate In Practice,2021-10-29 19:35:26+00:00,0.5
2021,REG,TEN,8,00-0036240,CB,Chris Jackson,Chris,Jackson,Foot,,Questionable,Foot,,Full Participation in Practice,2021-10-29 19:35:26+00:00,0.5
2021,REG,TEN,8,00-0036181,DT,Teair Tart,Teair,Tart,Groin,,Questionable,Groin,,Limited Participation in Practice,2021-10-29 19:35:26+00:00,0.5
2021,REG,WAS,8,00-0036328,RB,Antonio Gibson,Antonio,Gibson,,,,Shin,,Full Participation in Practice,2021-10-29 17:28:04+00:00,1.0
2021,REG,WAS,8,00-0034071,CB,Danny Johnson,Danny,Johnson,,,,Wrist,,Full Participation in Practice,2021-10-29 17:27:50+00:00,1.0
2021,REG,WAS,8,00-0035659,WR,Terry McLaurin,Terry,McLaurin,,,,Hamstring,,Full Participation in Practice,2021-10-29 17:27:50+00:00,1.0
2021,REG,WAS,8,00-0032432,G,Wes Schweitzer,Wes,Schweitzer,,,,Neck,,Full Participation in Practice,2021-10-29 17:28:17+00:00,1.0
2021,REG,WAS,8,00-0033611,TE,Ricky Seals-Jones,Ricky,Seals-Jones,,,,Quadricep,,Full Participation in Practice,2021-10-29 17:27:50+00:00,1.0
2021,REG,WAS,8,00-0035671,TE,Jace Sternberger,Jace,Sternberger,,,,Foot,,Full Participation in Practice,2021-10-29 17:27:50+00:00,1.0
2021,REG,WAS,8,00-0036626,WR,Dyami Brown,Dyami,Brown,Knee,,Out,Knee,,Did Not Participate In Practice,2021-10-29 17:29:05+00:00,0.0
2021,REG,WAS,8,00-0036618,T,Samuel Cosmi,Samuel,Cosmi,Ankle,,Out,Ankle,,Did Not Participate In Practice,2021-10-29 17:29:09+00:00,0.0
2021,REG,WAS,8,00-0033282,WR,Curtis Samuel,Curtis,Samuel,Groin,,Out,Groin,,Did Not Participate In Practice,2021-10-29 17:29:24+00:00,0.0
2021,REG,WAS,8,00-0030725,T,Cornelius Lucas,Cornelius,Lucas,Illness,,Questionable,Illness,,Did Not Participate In Practice,2021-10-29 17:28:59+00:00,0.5
2021,REG,WAS,8,00-0033107,CB,William Jackson,William,Jackson,Knee,,Questionable,Knee,,Limited Participation in Practice,2021-10-29 17:28:59+00:00,0.5
2021,REG,WAS,8,00-0032053,G,Brandon Scherff,Brandon,Scherff,Knee,,Questionable,Knee,,Limited Participation in Practice,2021-10-29 17:28:59+00:00,0.5
2021,REG,WAS,8,00-0034104,WR,Cam Sims,Cam,Sims,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2021-10-29 17:28:59+00:00,0.5
2021,REG,ARI,9,00-0036933,LB,Zaven Collins,Zaven,Collins,,,,Shoulder,,Full Participation in Practice,2021-11-05 20:16:28+00:00,1.0
2021,REG,ARI,9,00-0034681,RB,Chase Edmonds,Chase,Edmonds,,,,Shoulder,,Full Participation in Practice,2021-11-05 20:16:34+00:00,1.0
2021,REG,ARI,9,00-0030585,G,Justin Pugh,Justin,Pugh,,,,Calf,,Full Participation in Practice,2021-11-05 20:16:43+00:00,1.0
2021,REG,ARI,9,00-0029316,T,Kelvin Beachum,Kelvin,Beachum,,,,Not injury related - resting player,,Limited Participation in Practice,2021-11-03 22:25:11+00:00,1.0
2021,REG,ARI,9,00-0036373,DT,Rashard Lawrence,Rashard,Lawrence,Calf,,Out,Calf,,Did Not Participate In Practice,2021-11-05 20:17:40+00:00,0.0
2021,REG,ARI,9,00-0035924,RB,Jonathan Ward,Jonathan,Ward,Concussion,,Out,Concussion,,Did Not Participate In Practice,2021-11-05 20:17:49+00:00,0.0
2021,REG,ARI,9,00-0027949,DE,J.J. Watt,J.J.,Watt,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2021-11-05 20:17:54+00:00,0.0
2021,REG,ARI,9,00-0036889,S,James Wiggins,James,Wiggins,Knee,,Out,Knee,,Did Not Participate In Practice,2021-11-05 20:18:00+00:00,0.0
2021,REG,ARI,9,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2021-11-05 20:17:18+00:00,0.5
2021,REG,ARI,9,00-0035228,QB,Kyler Murray,Kyler,Murray,Ankle,,Questionable,Ankle,,Did Not Participate In Practice,2021-11-05 20:17:18+00:00,0.5
2021,REG,ARI,9,00-0032132,C,Max Garcia,Max,Garcia,Achilles,,Questionable,Achilles,,Limited Participation in Practice,2021-11-05 20:17:18+00:00,0.5
2021,REG,ATL,9,00-0034411,WR,Russell Gage,Russell,Gage,,,,Groin,,Full Participation in Practice,2021-11-05 17:16:14+00:00,1.0
2021,REG,ATL,9,00-0030706,G,Josh Andrews,Josh,Andrews,Not injury related - personal matter,,Out,,,"
    ",2021-11-06 19:25:12+00:00,0.0
2021,REG,ATL,9,00-0033093,DT,Jonathan Bullard,Jonathan,Bullard,Concussion,,Out,Concussion,,Did Not Participate In Practice,2021-11-05 17:16:31+00:00,0.0
2021,REG,ATL,9,00-0034837,WR,Calvin Ridley,Calvin,Ridley,Not injury related - personal matter,,Out,Not injury related - personal matter,,Did Not Participate In Practice,2021-11-05 17:16:25+00:00,0.0
2021,REG,BAL,9,00-0026190,DE,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2021-11-05 18:33:49+00:00,1.0
2021,REG,BAL,9,00-0028008,LB,Justin Houston,Justin,Houston,,,,Not injury related - resting player,,Did Not Participate In Practice,2021-11-03 20:36:30+00:00,1.0
2021,REG,BAL,9,00-0028103,LB,Pernell McPhee,Pernell,McPhee,,,,Not injury related - resting player,,Did Not Participate In Practice,2021-11-05 18:34:07+00:00,1.0
2021,REG,BAL,9,00-0027965,CB,Jimmy Smith,Jimmy,Smith,,,,Not injury related - resting player,,Did Not Participate In Practice,2021-11-04 20:34:56+00:00,1.0
2021,REG,BAL,9,00-0030648,T,Alejandro Villanueva,Alejandro,Villanueva,,,,Not injury related - resting player,,Did Not Participate In Practice,2021-11-04 20:35:06+00:00,1.0
2021,REG,BAL,9,00-0035993,QB,Tyler Huntley,Tyler,Huntley,,,,Illness,,Full Participation in Practice,2021-11-05 18:33:13+00:00,1.0
2021,REG,BAL,9,00-0035112,G,Patrick Mekari,Patrick,Mekari,Ankle,,Doubtful,Ankle,,Did Not Participate In Practice,2021-11-05 18:35:03+00:00,0.1
2021,REG,BAL,9,00-0030513,RB,Latavius Murray,Latavius,Murray,Ankle,,Doubtful,Ankle,,Did Not Participate In Practice,2021-11-05 18:35:09+00:00,0.1
2021,REG,BAL,9,00-0036550,WR,Rashod Bateman,Rashod,Bateman,Groin,,Questionable,Groin,,Did Not Participate In Practice,2021-11-05 18:34:50+00:00,0.5
2021,REG,BAL,9,00-0031325,WR,Sammy Watkins,Sammy,Watkins,Thigh,,Questionable,Thigh,,Limited Participation in Practice,2021-11-05 18:34:50+00:00,0.5
2021,REG,BAL,9,00-0030511,DT,Brandon Williams,Brandon,Williams,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2021-11-05 18:34:50+00:00,0.5
2021,REG,BUF,9,00-0028339,DE,Mario Addison,Mario,Addison,,,,Not injury related - resting player,,Did Not Participate In Practice,2021-11-03 19:39:59+00:00,1.0
2021,REG,BUF,9,00-0031588,WR,Stefon Diggs,Stefon,Diggs,,,,Not injury related - resting player,,Did Not Participate In Practice,2021-11-05 17:33:12+00:00,1.0
2021,REG,BUF,9,00-0027881,DE,Jerry Hughes,Jerry,Hughes,,,,Not injury related - resting player,,Did Not Participate In Practice,2021-11-05 17:32:53+00:00,1.0
2021,REG,BUF,9,00-0030455,DT,Star Lotulelei,Star,Lotulelei,,,,Not injury related - resting player,,Did Not Participate In Practice,2021-11-04 19:10:32+00:00,1.0
2021,REG,BUF,9,00-0027685,WR,Emmanuel Sanders,Emmanuel,Sanders,,,,Not injury related - resting player,,Did Not Participate In Practice,2021-11-05 17:32:29+00:00,1.0
2021,REG,BUF,9,00-0032518,DT,Justin Zimmer,Justin,Zimmer,,,,Foot,,Full Participation in Practice,2021-11-05 17:32:29+00:00,1.0
2021,REG,BUF,9,00-0036976,T,Spencer Brown,Spencer,Brown,Back,,Out,Back,,Did Not Participate In Practice,2021-11-05 17:34:10+00:00,0.0
2021,REG,BUF,9,00-0032151,G,Jon Feliciano,Jon,Feliciano,Calf,,Out,Calf,,Did Not Participate In Practice,2021-11-05 17:34:25+00:00,0.0
2021,REG,BUF,9,00-0035689,TE,Dawson Knox,Dawson,Knox,Hand,,Out,Hand,,Did Not Participate In Practice,2021-11-05 17:34:33+00:00,0.0
2021,REG,BUF,9,00-0029000,WR,Cole Beasley,Cole,Beasley,Ribs,,Questionable,Ribs,,Limited Participation in Practice,2021-11-05 17:33:53+00:00,0.5
2021,REG,BUF,9,00-0030114,S,Jordan Poyer,Jordan,Poyer,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2021-11-05 17:33:53+00:00,0.5
2021,REG,CAR,9,00-0034396,LB,Jermaine Carter,Jermaine,Carter,,,,Ankle,,Full Participation in Practice,2021-11-05 17:40:29+00:00,1.0
2021,REG,CAR,9,00-0032145,T,Cameron Erving,Cameron,Erving,,,,Knee,,Full Participation in Practice,2021-11-05 17:40:29+00:00,1.0
2021,REG,CAR,9,00-0029542,CB,Stephon Gilmore,Stephon,Gilmore,,,,Quadricep,,Full Participation in Practice,2021-11-05 17:40:29+00:00,1.0
2021,REG,CAR,9,00-0036281,CB,C.J. Henderson,C.J.,Henderson,,,,Shoulder,,Full Participation in Practice,2021-11-05 17:40:29+00:00,1.0
2021,REG,CAR,9,00-0036955,WR,Terrace Marshall,Terrace,Marshall,,,,Concussion,,Full Participation in Practice,2021-11-03 18:37:39+00:00,1.0
2021,REG,CAR,9,00-0031349,C,Matt Paradis,Matt,Paradis,,,,Knee,,Full Participation in Practice,2021-11-05 17:40:29+00:00,1.0
2021,REG,CAR,9,00-0031550,LB,Shaq Thompson,Shaq,Thompson,,,,Foot,,Full Participation in Practice,2021-11-05 17:40:29+00:00,1.0
2021,REG,CAR,9,00-0036315,CB,Stantley Thomas-Oliver,Stantley,Thomas-Oliver,Toe,,Questionable,Toe,,Did Not Participate In Practice,2021-11-05 17:41:41+00:00,0.5
2021,REG,CAR,9,00-0033909,G,Pat Elflein,Pat,Elflein,Hamstring,,Questionable,Hamstring,,Full Participation in Practice,2021-11-05 17:41:26+00:00,0.5
2021,REG,CAR,9,00-0034869,QB,Sam Darnold,Sam,Darnold,Concussion,right Shoulder,Questionable,Concussion,right Shoulder,Limited Participation in Practice,2021-11-05 17:41:10+00:00,0.5
2021,REG,CHI,9,00-0029567,QB,Nick Foles,Nick,Foles,Not injury related - personal matter,Illness,Out,Not injury related - personal matter,Illness,Did Not Participate In Practice,2021-11-06 18:55:02+00:00,0.0
2021,REG,CHI,9,00-0032986,TE,J.P. Holtz,J.P.,Holtz,Concussion,,Out,Concussion,,Did Not Participate In Practice,2021-11-06 18:55:13+00:00,0.0
2021,REG,CHI,9,00-0031040,LB,Khalil Mack,Khalil,Mack,Foot,,Out,Foot,,Did Not Participate In Practice,2021-11-06 18:55:25+00:00,0.0
2021,REG,CHI,9,00-0030874,RB,Damien Williams,Damien,Williams,Knee,,Out,Knee,,Did Not Participate In Practice,2021-11-06 18:55:33+00:00,0.0
2021,REG,CHI,9,00-0033784,S,Eddie Jackson,Eddie,Jackson,Hamstring,,Doubtful,Hamstring,,Did Not Participate In Practice,2021-11-06 18:55:18+00:00,0.1
2021,REG,CHI,9,00-0030527,LB,Alec Ogletree,Alec,Ogletree,Ankle,,Questionable,Ankle,,Did Not Participate In Practice,2021-11-06 18:54:54+00:00,0.5
2021,REG,CHI,9,00-0036309,WR,Darnell Mooney,Darnell,Mooney,Groin,,Questionable,Groin,,Limited Participation in Practice,2021-11-06 18:54:54+00:00,0.5
2021,REG,CIN,9,00-0036865,G,Jackson Carman,Jackson,Carman,,,,Back,,Full Participation in Practice,2021-11-05 18:40:55+00:00,1.0
2021,REG,CIN,9,00-0030781,C,Trey Hopkins,Trey,Hopkins,,,,Knee,,Full Participation in Practice,2021-11-05 18:44:39+00:00,1.0
2021,REG,CIN,9,00-0036850,DE,Cameron Sample,Cameron,Sample,Knee,Illness,Questionable,Knee,Illness,Did Not Participate In Practice,2021-11-05 18:45:07+00:00,0.5
2021,REG,CIN,9,00-0036857,RB,Chris Evans,Chris,Evans,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2021-11-05 18:45:07+00:00,0.5
2021,REG,CIN,9,00-0034686,WR,Auden Tate,Auden,Tate,Thigh,,Questionable,Thigh,,Limited Participation in Practice,2021-11-05 18:45:07+00:00,0.5
2021,REG,CLE,9,00-0036114,CB,A.J. Green,A.J.,Green,,,,Groin,,Full Participation in Practice,2021-11-05 18:59:05+00:00,1.0
2021,REG,CLE,9,00-0035281,DE,Joe Jackson,Joe,Jackson,,,,Shoulder,,Full Participation in Practice,2021-11-05 18:57:29+00:00,1.0
2021,REG,CLE,9,00-0034855,QB,Baker Mayfield,Baker,Mayfield,,,,left Shoulder,,Full Participation in Practice,2021-11-05 18:57:29+00:00,1.0
2021,REG,CLE,9,00-0034019,DT,Malik McDowell,Malik,McDowell,,,,Illness,,Full Participation in Practice,2021-11-05 18:57:29+00:00,1.0
2021,REG,CLE,9,00-0033885,TE,David Njoku,David,Njoku,,,,Neck,,Full Participation in Practice,2021-11-05 18:57:29+00:00,1.0
2021,REG,CLE,9,00-0036267,T,Jedrick Wills,Jedrick,Wills,,,,Ankle,,Full Participation in Practice,2021-11-05 18:59:34+00:00,1.0
2021,REG,CLE,9,00-0029568,DT,Malik Jackson,Malik,Jackson,,,,Ankle,,Limited Participation in Practice,2021-11-05 18:57:29+00:00,1.0
2021,REG,CLE,9,00-0033927,S,John Johnson,John,Johnson,,,,Neck,,Limited Participation in Practice,2021-11-05 18:57:29+00:00,1.0
2021,REG,CLE,9,00-0031382,WR,Jarvis Landry,Jarvis,Landry,,,,Knee,,Limited Participation in Practice,2021-11-05 18:57:29+00:00,1.0
2021,REG,CLE,9,00-0030076,C,J.C. Tretter,J.C.,Tretter,,,,Knee,,Limited Participation in Practice,2021-11-05 18:59:21+00:00,1.0
2021,REG,CLE,9,00-0031235,WR,Odell Beckham,Odell,Beckham,Shoulder,Not injury related - personal matter,Out,Shoulder,Not injury related - personal ,Did Not Participate In Practice,2021-11-05 18:59:53+00:00,0.0
2021,REG,CLE,9,00-0033057,T,Jack Conklin,Jack,Conklin,Elbow,,Out,Elbow,,Did Not Participate In Practice,2021-11-05 19:00:02+00:00,0.0
2021,REG,CLE,9,00-0036232,TE,Harrison Bryant,Harrison,Bryant,Thigh,,Questionable,Thigh,,Did Not Participate In Practice,2021-11-05 18:59:42+00:00,0.5
2021,REG,CLE,9,00-0031364,DE,Jadeveon Clowney,Jadeveon,Clowney,Ankle,Knee,Questionable,Ankle,Knee,Limited Participation in Practice,2021-11-05 18:59:42+00:00,0.5
2021,REG,CLE,9,00-0033540,DE,Takkarist McKinley,Takkarist,McKinley,Groin,,Questionable,Groin,,Limited Participation in Practice,2021-11-05 18:59:42+00:00,0.5
2021,REG,CLE,9,00-0036233,WR,Donovan Peoples-Jones,Donovan,Peoples-Jones,Groin,,Questionable,Groin,,Limited Participation in Practice,2021-11-05 18:59:42+00:00,0.5
2021,REG,CLE,9,00-0034856,CB,Denzel Ward,Denzel,Ward,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2021-11-05 18:59:42+00:00,0.5
2021,REG,DAL,9,00-0034373,DE,Dorance Armstrong,Dorance,Armstrong,,,,Ankle,,Full Participation in Practice,2021-11-05 18:45:59+00:00,1.0
2021,REG,DAL,9,00-0036361,CB,Trevon Diggs,Trevon,Diggs,,,,Ankle,,Full Participation in Practice,2021-11-05 18:45:59+00:00,1.0
2021,REG,DAL,9,00-0036032,TE,Sean McKeon,Sean,McKeon,,,,Ankle,,Full Participation in Practice,2021-11-05 18:45:59+00:00,1.0
2021,REG,DAL,9,00-0033077,QB,Dak Prescott,Dak,Prescott,,,,Calf,,Full Participation in Practice,2021-11-05 18:45:59+00:00,1.0
2021,REG,DAL,9,00-0035301,S,Donovan Wilson,Donovan,Wilson,,,,Groin,,Full Participation in Practice,2021-11-05 18:45:59+00:00,1.0
2021,REG,DAL,9,00-0033658,TE,Blake Jarwin,Blake,Jarwin,Hip,,Out,Hip,,Did Not Participate In Practice,2021-11-05 18:47:12+00:00,0.0
2021,REG,DAL,9,00-0027947,T,Tyron Smith,Tyron,Smith,Ankle,,Out,Ankle,,Did Not Participate In Practice,2021-11-05 18:47:35+00:00,0.0
2021,REG,DAL,9,00-0031544,WR,Amari Cooper,Amari,Cooper,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2021-11-05 18:46:52+00:00,0.5
2021,REG,DAL,9,00-0036358,WR,CeeDee Lamb,CeeDee,Lamb,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2021-11-05 18:46:52+00:00,0.5
2021,REG,DEN,9,00-0032195,CB,Ronald Darby,Ronald,Darby,,,,Shoulder,,Full Participation in Practice,2021-11-05 19:51:34+00:00,1.0
2021,REG,DEN,9,00-0031270,DE,Shelby Harris,Shelby,Harris,,,,Wrist,,Full Participation in Practice,2021-11-05 19:51:24+00:00,1.0
2021,REG,DEN,9,00-0036639,S,Jamar Johnson,Jamar,Johnson,,,,Quadricep,,Full Participation in Practice,2021-11-05 19:51:24+00:00,1.0
2021,REG,DEN,9,00-0035678,DE,Dre'Mont Jones,Dre'Mont,Jones,,,,Hip,,Full Participation in Practice,2021-11-05 19:51:24+00:00,1.0
2021,REG,DEN,9,00-0031795,DT,DeShawn Williams,DeShawn,Williams,,,,Ankle,,Full Participation in Practice,2021-11-05 19:51:24+00:00,1.0
2021,REG,DEN,9,00-0033538,T,Garett Bolles,Garett,Bolles,Ankle,,Out,Ankle,,Did Not Participate In Practice,2021-11-05 19:53:18+00:00,0.0
2021,REG,DEN,9,00-0034954,LB,Malik Reed,Malik,Reed,Hip,,Questionable,Hip,,Did Not Participate In Practice,2021-11-05 19:53:08+00:00,0.5
2021,REG,DEN,9,00-0032395,G,Graham Glasgow,Graham,Glasgow,Hip,,Questionable,Hip,,Limited Participation in Practice,2021-11-05 19:53:08+00:00,0.5
2021,REG,DEN,9,00-0036423,TE,Albert Okwuegbunam,Albert,Okwuegbunam,Knee,,Questionable,Knee,,Limited Participation in Practice,2021-11-05 19:53:08+00:00,0.5
2021,REG,DEN,9,00-0029890,DT,Mike Purcell,Mike,Purcell,Thumb,,Questionable,Thumb,,Limited Participation in Practice,2021-11-05 19:53:08+00:00,0.5
2021,REG,DEN,9,00-0036633,S,Caden Sterns,Caden,Sterns,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2021-11-05 19:53:08+00:00,0.5
2021,REG,GB,9,00-0036332,TE,Josiah Deguara,Josiah,Deguara,,,,Finger,,Full Participation in Practice,2021-11-05 19:26:43+00:00,1.0
2021,REG,GB,9,00-0036788,DT,Jack Heflin,Jack,Heflin,,,,Illness,,Full Participation in Practice,2021-11-05 19:26:43+00:00,1.0
2021,REG,GB,9,00-0033524,CB,Kevin King,Kevin,King,,,,Shoulder,Back,Full Participation in Practice,2021-11-05 19:26:43+00:00,1.0
2021,REG,GB,9,00-0024243,TE,Marcedes Lewis,Marcedes,Lewis,,,,Not injury related - resting player,,Full Participation in Practice,2021-11-05 19:27:03+00:00,1.0
2021,REG,GB,9,00-0034984,DE,Kingsley Keke,Kingsley,Keke,Concussion,,Out,Concussion,,Did Not Participate In Practice,2021-11-05 19:27:39+00:00,0.0
2021,REG,GB,9,00-0029419,T,Dennis Kelly,Dennis,Kelly,Back,,Questionable,Back,,Limited Participation in Practice,2021-11-05 19:27:13+00:00,0.5
2021,REG,GB,9,00-0032412,DE,Dean Lowry,Dean,Lowry,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2021-11-05 19:27:13+00:00,0.5
2021,REG,HOU,9,00-0026035,WR,Danny Amendola,Danny,Amendola,,,,Not injury related - resting player,,Did Not Participate In Practice,2021-11-03 19:52:54+00:00,1.0
2021,REG,HOU,9,00-0031236,WR,Brandin Cooks,Brandin,Cooks,,,,Not injury related - resting player,,Did Not Participate In Practice,2021-11-03 19:53:15+00:00,1.0
2021,REG,HOU,9,00-0030288,RB,Rex Burkhead,Rex,Burkhead,,,,Hip,,Full Participation in Practice,2021-11-05 18:56:59+00:00,1.0
2021,REG,HOU,9,00-0032128,WR,Chris Conley,Chris,Conley,,,,Calf,,Full Participation in Practice,2021-11-05 18:56:59+00:00,1.0
2021,REG,HOU,9,00-0036224,DE,Jonathan Greenard,Jonathan,Greenard,,,,Foot,,Full Participation in Practice,2021-11-05 18:57:18+00:00,1.0
2021,REG,HOU,9,00-0036556,TE,Brevin Jordan,Brevin,Jordan,,,,Ankle,,Full Participation in Practice,2021-11-05 18:57:25+00:00,1.0
2021,REG,HOU,9,00-0034163,DE,Jacob Martin,Jacob,Martin,,,,Knee,,Full Participation in Practice,2021-11-05 18:57:32+00:00,1.0
2021,REG,HOU,9,00-0030792,C,Justin McCray,Justin,McCray,,,,Ankle,,Full Participation in Practice,2021-11-05 18:57:43+00:00,1.0
2021,REG,HOU,9,00-0031308,LB,Kevin Pierre-Louis,Kevin,Pierre-Louis,,,,Illness,,Full Participation in Practice,2021-11-05 18:57:38+00:00,1.0
2021,REG,HOU,9,00-0033439,TE,Pharaoh Brown,Pharaoh,Brown,Thigh,,Out,Thigh,,Did Not Participate In Practice,2021-11-05 18:59:29+00:00,0.0
2021,REG,HOU,9,00-0031361,LB,Christian Kirksey,Christian,Kirksey,Thumb,,Out,Thumb,,Did Not Participate In Practice,2021-11-05 18:59:35+00:00,0.0
2021,REG,HOU,9,00-0033344,LB,Hardy Nickerson,Hardy,Nickerson,Concussion,,Out,Concussion,,Did Not Participate In Practice,2021-11-05 18:59:40+00:00,0.0
2021,REG,HOU,9,00-0033537,QB,Deshaun Watson,Deshaun,Watson,Not injury related - personal matter,,Out,Not injury related - personal matter,,Did Not Participate In Practice,2021-11-05 18:59:44+00:00,0.0
2021,REG,IND,9,00-0036385,CB,Thakarius Keyes,Thakarius,Keyes,,,,Hamstring,,Full Participation in Practice,2021-11-03 18:55:13+00:00,1.0
2021,REG,IND,9,00-0029608,WR,T.Y. Hilton,T.Y.,Hilton,Concussion,,Out,Concussion,,Did Not Participate In Practice,2021-11-03 18:55:53+00:00,0.0
2021,REG,IND,9,00-0035530,S,Khari Willis,Khari,Willis,Calf,,Out,Calf,,Did Not Participate In Practice,2021-11-03 18:56:00+00:00,0.0
2021,REG,IND,9,00-0034342,G,Quenton Nelson,Quenton,Nelson,Toe,,Questionable,Toe,,Limited Participation in Practice,2021-11-03 18:55:44+00:00,0.5
2021,REG,JAX,9,00-0035670,LB,Dakota Allen,Dakota,Allen,,,,Ankle,,Full Participation in Practice,2021-11-05 17:26:47+00:00,1.0
2021,REG,JAX,9,00-0036272,T,Ben Bartch,Ben,Bartch,,,,Illness,,Full Participation in Practice,2021-11-05 17:26:40+00:00,1.0
2021,REG,JAX,9,00-0036974,CB,Tyson Campbell,Tyson,Campbell,,,,Toe,,Full Participation in Practice,2021-11-05 17:26:40+00:00,1.0
2021,REG,JAX,9,00-0036262,DT,Davon Hamilton,Davon,Hamilton,,,,Shoulder,,Full Participation in Practice,2021-11-05 17:26:40+00:00,1.0
2021,REG,JAX,9,00-0031045,RB,Carlos Hyde,Carlos,Hyde,,,,Calf,,Full Participation in Practice,2021-11-05 17:26:40+00:00,1.0
2021,REG,JAX,9,00-0035831,RB,James Robinson,James,Robinson,Heel,,Questionable,Heel,,Limited Participation in Practice,2021-11-05 17:27:07+00:00,0.5
2021,REG,KC,9,00-0032098,TE,Daniel Brown,Daniel,Brown,,,,Travel After Trade,Not injury related - personal ,Did Not Participate In Practice,2021-11-03 20:37:18+00:00,1.0
2021,REG,KC,9,00-0031595,FB,Michael Burton,Michael,Burton,,,,Pectoral,,Full Participation in Practice,2021-11-05 19:20:33+00:00,1.0
2021,REG,KC,9,00-0033040,WR,Tyreek Hill,Tyreek,Hill,,,,Ankle,,Full Participation in Practice,2021-11-05 19:20:33+00:00,1.0
2021,REG,KC,9,00-0031348,LB,Anthony Hitchens,Anthony,Hitchens,,,,Triceps,,Full Participation in Practice,2021-11-05 19:20:33+00:00,1.0
2021,REG,KC,9,00-0029249,LB,Melvin Ingram,Melvin,Ingram,,,,Groin,,Full Participation in Practice,2021-11-05 19:20:33+00:00,1.0
2021,REG,KC,9,00-0032762,DT,Chris Jones,Chris,Jones,,,,Back,Wrist,Full Participation in Practice,2021-11-05 19:20:33+00:00,1.0
2021,REG,KC,9,00-0030506,TE,Travis Kelce,Travis,Kelce,,,,Neck,,Full Participation in Practice,2021-11-05 19:20:33+00:00,1.0
2021,REG,KC,9,00-0034818,DT,Derrick Nnadi,Derrick,Nnadi,,,,Hip,,Full Participation in Practice,2021-11-05 19:20:33+00:00,1.0
2021,REG,KC,9,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Wrist,,Full Participation in Practice,2021-11-05 19:20:33+00:00,1.0
2021,REG,KC,9,00-0032391,G,Joe Thuney,Joe,Thuney,,,,Hand,,Full Participation in Practice,2021-11-05 19:20:33+00:00,1.0
2021,REG,KC,9,00-0029164,T,Mike Remmers,Mike,Remmers,Knee,,Out,Knee,,Did Not Participate In Practice,2021-11-05 19:21:11+00:00,0.0
2021,REG,KC,9,00-0035656,DT,Khalen Saunders,Khalen,Saunders,Knee,,Questionable,Knee,,Full Participation in Practice,2021-11-05 19:20:50+00:00,0.5
2021,REG,LA,9,00-0036903,DT,Bobby Brown,Bobby,Brown,,,,Not injury related - personal matter,,Full Participation in Practice,2021-11-05 19:58:41+00:00,1.0
2021,REG,LA,9,00-0036424,TE,Brycen Hopkins,Brycen,Hopkins,,,,Illness,,Full Participation in Practice,2021-11-05 19:57:06+00:00,1.0
2021,REG,LA,9,00-0033908,WR,Cooper Kupp,Cooper,Kupp,,,,Not injury related - resting player,,Full Participation in Practice,2021-11-05 19:59:12+00:00,1.0
2021,REG,LA,9,00-0024270,T,Andrew Whitworth,Andrew,Whitworth,,,,Not injury related - resting player,,Full Participation in Practice,2021-11-05 19:58:03+00:00,1.0
2021,REG,LA,9,00-0026498,QB,Matthew Stafford,Matthew,Stafford,,,,Back,,Limited Participation in Practice,2021-11-05 19:57:53+00:00,1.0
2021,REG,LA,9,00-0034810,DT,Sebastian Joseph,Sebastian,Joseph,Chest,,Out,Chest,,Did Not Participate In Practice,2021-11-05 20:00:27+00:00,0.0
2021,REG,LA,9,00-0036994,LB,Ernest Jones,Ernest,Jones,Illness,,Questionable,Illness,,Did Not Participate In Practice,2021-11-05 20:01:37+00:00,0.5
